; ;Nuovo ID;hallow_back;rilegatura_moderna;Colonna1;Collocazione;roman_converted;disambiguatore;numero_del_codice;numerazione_araba;numerazione_romana_alternativa;ulteriore_numerazione_arabaoromana;identificativo_parte;Spagnolo;note;titolo;materiale;datazione_i;datazione_f;lingua;fogli;altezza;ampiezza;rilegatura;tipo_rilegatura;materiale_rilegatura;preferred_manifest_url;color;color_rileg;is_digitized;marker_dim;alpha
1302;1303;m1255_3;0.0;0.0;0;[VI 4 8];1255;_3;MCCLV 3;0;0;0;0;841;In I supplemento Spagnolo VI4 3 (non suddivise);Autografi diretti per la massima parte a C. Cipolla;cartaceo;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1303;1304;m1255A0;0.0;0.0;0;[VI 4 9];1255;A0;MCCLV A;0;0;0;0;841;In I supplemento Spagnolo VI4 3 (non suddivise);Cipolla Carlo: Appunti, Mss. vari, Corrispondenza etc.;cartaceo;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1304;1305;m1255b0;0.0;0.0;0;[VII 4 1];1255;b0;MCCLV B;0;0;0;0;841;In I supplemento Spagnolo VI4 3 (non suddivise);Cipolla Carlo: Appunti, Mss. vari, Corrispondenza etc.;cartaceo;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1305;1306;m1256A0;0.0;0.0;0;[VII 4 2];1256;A0;MCCLVI A;0;0;0;0;841;In I supplemento Spagnolo VI4 4 (non suddivise);Cipolla Carlo: Appunti, Mss. vari, Corrispondenza etc.;cartaceo;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1306;1307;m1256B0;0.0;0.0;0;[VII 4 3];1256;B0;MCCLVI B;0;0;0;0;841;In I supplemento Spagnolo VI4 4 (non suddivise);Cipolla Carlo: Appunti, Mss. vari, Corrispondenza etc.;cartaceo;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1307;1308;m1257A0;0.0;0.0;0;[VII 4 4];1257;A0;MCCLVII A;0;0;0;0;841;A e B ora unite e non distinte come tali. Conservata nella cartella originariamente destinata al CCLXXV. In I supplemento Spagnolo VI4 5.;Cipolla Carlo: Annotazioni sulla Divina commedia;cartaceo;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1308;1309;m1257B0;0.0;0.0;0;[VII 4 4];1257;B0;MCCLVII B;0;0;0;0;841;A e B ora unite e non distinte come tali. Conservata nella cartella originariamente destinata al CCLXXV. In I supplemento Spagnolo VI4 5.;Cipolla Carlo: Annotazioni sulla Divina commedia;cartaceo;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1309;1310;m1257A1;0.0;0.0;0;[VII 4 5];1257;A1;MCCLVII A[bis];0;0;0;0;841;In I supplemento Spagnolo VI4 5 (non suddivise tra A e B);Cipolla Carlo: Manoscritti con note appunti fonti per la storia medioevale;0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;gray;#888483;Non digitalizzato;4.0;0.15
1310;1311;m1258A0;0.0;0.0;0;[VII 4 6];1258;A0;MCCLVIII A;0;0;0;0;841;A e B Ora in singola busta.  In I supplemento Spagnolo VI4 5 (non suddivise);Cipolla Francesco: Corrispondenza;cartaceo;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1311;1312;m1258B0;0.0;0.0;0;[VII 4 6];1258;B0;MCCLVIII B;0;0;0;0;841;A e B ora in singola busta.  In I supplemento Spagnolo VI4 5 (non suddivise);Cipolla Francesco: Corrispondenza;cartaceo;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1312;1313;m1259_0;0.0;0.0;0;n.d.;1259;_0;MCCLIX;0;0;0;0;841;In I supplemento Spagnolo E3 11 ma non si trova.;Cesari p. Antonio: Cinque lettere autografe e un sonetto pure autografo;cartaceo;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1313;1314;m1260_0;0.0;0.0;0;[VII 4 7];1260;_0;MCCLX;0;0;0;0;841;In I supplemento Spagnolo VI4 6;Manoscritti preghiere armeno;cartaceo;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1314;1315;m1261_0;0.0;0.0;0;[VII 4 8];1261;_0;MCCLXI;0;0;0;0;841;In I supplemento Spagnolo VI4 7;Giuliari sac. G. Batta Carlo: Brevi cenni intorno ai miei viaggi;cartaceo;1825.0;1900.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1315;1316;m1262_0;0.0;0.0;A stampa (Tacuinum sanitatis. Codex Vindobonensis 2396, 2005);[VII 4 9];1262;_0;MCCLXII;0;0;0;0;841;Facsimile a stampa. In I supplemento Spagnolo VI4 8;Tacuinum Sanitatis in medicina;0;0.0;0.0;0;0.0;0.0;0.0;rilegato;0;0;/;gray;#2B9332;Non digitalizzato;4.0;0.5
1316;1317;m1263_0;0.0;0.0;A stampa (facsimile del Codice mediceo laurenziano 34, Roma 1933);[VII 4 10];1263;_0;MCCLXIII;0;0;0;0;841;Facsimile a stampa. In I supplemento Spagnolo VI4 9;L'Orazio laurenziano già di Francesco Petrarca;0;0.0;0.0;0;0.0;0.0;0.0;rilegato;0;0;/;gray;#2B9332;Non digitalizzato;4.0;0.5
1317;1318;m1264_0;0.0;0.0;"A stampa (1375 Egira; 1955 d.C)";[VII 4 11];1264;_0;MCCLXIV;0;0;0;0;841;"A stampa (1375 egira; 1955 d.C)";Corano in lingua araba;0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;gray;#888483;Non digitalizzato;4.0;0.15
1318;1319;m1265_0;0.0;0.0;0;[VII 4 12];1265;_0;MCCLXV;0;0;0;0;841;Manoscritto;Bibbia tigrigna;0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;gray;#888483;Non digitalizzato;4.0;0.15
1319;1320;m1266_0;0.0;0.0;0;[VII 4 13];1266;_0;MCCLXVI;0;0;0;0;841;Manoscritto. In I supplemento Spagnolo VI4 12;Preghiere alla Madonna;0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;gray;#888483;Non digitalizzato;4.0;0.15
1320;1321;m1267_0;0.0;0.0;"A stampa (Evangelium secundum Sanctum Johannem Aethiopice et Amharice, Londra 19..; Psalterium Davidis Aethiopice et Amharice, Basilea 1872)?";[VII 4 14];1267;_0;MCCLXVII;0;0;0;0;841;Facsimile a stampa. In I supplemento Spagnolo VI4 13;Psalterium Davidis;0;0.0;0.0;0;0.0;0.0;0.0;rilegato;0;0;/;gray;#2B9332;Non digitalizzato;4.0;0.5
1321;1322;m1268_0;0.0;0.0;0;[VIII 3 1];1268;_0;MCCLXVIII;0;0;0;0;841;0;Horae divae viriginis Mariae secundum usum romanum;membranaceo;1509.0;1500.0;0;106.0;0.0;0.0;0;0;0;/;blue;#888483;Non digitalizzato;4.934623801995715;0.15
1322;1323;m1269_0;0.0;0.0;0;[VIII 3 2];1269;_0;MCCLXIX;0;0;0;0;841;0;Officium romanum beate Virginis;cartaceo;1522.0;1500.0;0;130.0;0.0;0.0;rilegato;cartone ricpoerto di velluto con bordo oro;0;/;orange;#2B9332;Non digitalizzato;5.137390306608239;0.5
1323;1324;m1270_0;0.0;0.0;0;[VIII 3 3];1270;_0;MCCLXX;0;0;0;0;841;A stampa incunabulo. In I supplemento Spagnolo VI4 10;Officium romanum beate Virginis;membranaceo;1501.0;1500.0;0;88.0;0.0;0.0;rilegato;pergamena;0;/;blue;#2B9332;Non digitalizzato;4.749991770526831;0.5
1324;1325;m1271_0;0.0;0.0;A stampa (Liber precationum quas Carolus Caluus imperator Hludouici Pij Caesaris filius sibi adolescenti pro quotidiano vsu ante annos vigintiquinque supra septigentos in vnum colligi, & literis scribi aureis mandauit, Ingolstadt 1583);[VIII 3 4];1271;_0;MCCLXXI;0;0;0;0;842;A stampa. In I supplemento Spagnolo VI4 17;Liber precationum... in onorem serenissimi principi Maximiliani;cartaceo;1582.0;1600.0;0;175.0;0.0;0.0;rilegato;0;0;/;orange;#2B9332;Non digitalizzato;5.433130489488534;0.5
1325;1326;m1272_0;0.0;0.0;0;[VIII 3 5];1272;_0;MCCLXXII;0;0;0;0;842;Cinese;Vita di Cristo;cartaceo;1600.0;1700.0;cinese;0.0;0.0;0.0;rilegato;0;0;/;orange;#2B9332;Non digitalizzato;4.0;0.5
1326;1327;m1273_0;0.0;0.0;0;VIII 4 1-2;1273;_0;MCCLXXIII;0;0;0;0;842;Due buste;Epistolario miscellaneo di  mons. G.B.Giulliari e famiglia;cartaceo;0.0;0.0;0;0.0;0.0;0.0;fogli sciolti;fogli raccolti in busta;0;/;orange;#FF5733;Non digitalizzato;4.0;0.15
1327;1328;m1274_0;0.0;0.0;A stampa (Breviarium romanum ed decreto SS. Concilii Tridentini..., Milano-Venezia 1847);[VIII 3 6];1274;_0;MCCLXXIV;0;0;0;0;842;A stampa. In I supplemento Spagnolo VIII4 3;Breviarium romanum;cartaceo;1946.0;1900.0;0;227.0;0.0;0.0;rilegato;0;0;/;orange;#2B9332;Non digitalizzato;5.692293112880049;0.5
1328;1329;m1275_0;0.0;0.0;A stampa (Ufficium Hebdomadae sanctae ... et Breviarii romani ab Urbano VIII. correcti, Venezia 1726);[VIII 3 7];1275;_0;MCCLXXV;0;0;0;0;842;A stampa. In I supplemento Spagnolo VIII4 4;Officium hebdomadae sanctae;cartaceo;1725.0;1700.0;0;415.0;0.0;0.0;rilegato;pelle con impressioni in oro;0;/;orange;#2B9332;Non digitalizzato;6.294092958219839;0.5
1329;1330;m1276_0;0.0;0.0;A stampa (Beatae Mariae Virginis Officium, Venezia 1740);[VIII 3 8];1276;_0;MCCLXXVI;0;0;0;0;842;A stampa;Officum beatae Virginis;cartaceo;1739.0;1700.0;0;429.0;0.0;0.0;rilegato;pelle con impressioni in oro;0;/;orange;#2B9332;Non digitalizzato;6.327211074037033;0.5
1330;1331;m1277_0;0.0;0.0;A stampa (Breviarium romanum ed decreto SS. Concilii Tridentini..., Milano-Venezia 1847);[VIII 3 9];1277;_0;MCCLXXVII;0;0;0;0;842;A stampa;Breviarium romanum;0;1946.0;1900.0;0;0.0;0.0;0.0;0;cartone con bordi in velluto blue e piatti e dorso finemente incisi in oro;0;/;gray;#888483;Non digitalizzato;4.0;0.15
1331;1332;m1278_0;0.0;0.0;0;n.d.;1278;_0;MCCLXXVIII;0;0;0;0;842;"Secondo I supplemento Spagnolo ""VIII3 sulla destra""";Due dischi e due matrici per la lingua cimbrica;0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;gray;#888483;Non digitalizzato;4.0;0.15
1332;1333;m1279_0;0.0;0.0;0;n.d.;1279;_0;MCCLXXIX;0;0;0;0;842;"Secondo schedarietto in posizione ""VIII4 in alto"" ma non presente.";A. Ferriguto: Manoscritti vari autografi;0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;gray;#888483;Non digitalizzato;4.0;0.15
1333;1334;m1280_0;0.0;0.0;A stampa (facsimile della Bibbia di Borso d'Este della biblioteca Estense di Modena, 1961);[VII B 10];1280;_0;MCCLXXX;0;0;0;0;842;Facsimile a stampa. . In I supplemento Spagnolo IV5 1-2;La bibbia di Borso D'Este;0;1961.0;2000.0;0;0.0;0.0;0.0;0;0;0;/;gray;#888483;Non digitalizzato;4.0;0.15
1334;1335;m1281_0;0.0;0.0;A stampa (facsimile del ms n. 3575 Bdella Biblioteca dell'Universita di Bologna, Sarajevo 1985);[VIII 3 10];1281;_0;MCCLXXXI;0;0;0;0;842;Facsimile a stampa;"Codex ""Christiani"" nomine Hval";cartaceo;1985.0;2000.0;0;360.0;0.0;0.0;rilegato;pelle con bordo e impressioni in oro;0;/;orange;#2B9332;Non digitalizzato;6.152200638293575;0.5
1335;1336;m1282_0;0.0;0.0;A stampa (facsimile del codice 40 della Biblioteca Capitolare di Benevento, Padova 1991);[S 23];1282;_0;MCCLXXXII;0;0;0;0;842;Facsimile a stampa;Cod. 40 biblioteca Capitolare di Benevento;cartaceo;1990.0;2000.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1336;1337;m1283_0;0.0;0.0;0;[VIII 3 14];1283;_0;MCCLXXXIII;0;0;0;0;842;Precedentemente il numero era assegnato a tre lettere di scipione Maffei;[Manoscritto copto];cartaceo;1703.0;1800.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1337;1338;m1283_1;0.0;0.0;0;[VIII 3 14];1283;_1;MCCLXXXIII;0;0;0;0;842;Attualmente riunite nell'epistolario di Scipione Maffei.;Tre lettere di Scipione Maffei;cartaceo;1703.0;1800.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1338;1339;m1284_0;0.0;0.0;0;[Gal L 1 5];1284;_0;MCCLXXXIV;0;0;0;0;S 1;era in collocazione EB 22;Agostino Ruffo, Lettere;cartaceo;0.0;0.0;0;0.0;0.0;0.0;fogli sciolti;0;0;/;orange;#FF5733;Non digitalizzato;4.0;0.15
1339;1340;m1285_0;0.0;0.0;0;[Gal L 1 6];1285;_0;MCCLXXXV;0;0;0;0;"S 1-2; 1";parte a stampa probabilmente parte del fondo Monga;Scritti di Francesco Personi;cartaceo;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1340;1341;m1286_0;0.0;0.0;A stampa (facsimile Verdun, Bibliothèque municipale 759. Missale,  Padova 1994);[S 22];1286;_0;MCCLXXXVI;0;0;0;0;S;Facsimile a stampa;Verdun Biblioteque municipale 759 Missale a cure di Nino Albarosa e Alberto Turco;cartaceo;1994.0;0.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1341;1342;m1286_b;0.0;0.0;0;[Gal L 1 6];1286;_b;MCCLXXXVI [bis];0;0;0;0;"S 3-9; 1";in S segnato come MCCLXXXVI;Pietro Monga, Corrispondenza e memorie d'arte;cartaceo;0.0;0.0;0;0.0;0.0;0.0;fogli sciolti;0;0;/;orange;#FF5733;Non digitalizzato;4.0;0.15
1342;1343;m1287_0;0.0;0.0;0;[Gal L 1 7];1287;_0;MCCLXXXVII;0;0;0;0;"S 10; 1";0;Le vite dei pittori scultori architetti ed intagliatori veronesi;cartaceo;0.0;0.0;0;0.0;0.0;0.0;raccolte di fascicoli;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1343;1344;m1288_0;0.0;0.0;0;[Gal L 1 8];1288;_0;MCCLXXXVIII;0;0;0;0;"S 11-16; 1";0;Francesco Personi, Corrispondenza;cartaceo;0.0;0.0;0;0.0;0.0;0.0;raccolte di fascicoli;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1344;1345;m1289_0;0.0;0.0;0;[Gal L 1 9];1289;_0;MCCLXXXIX;0;0;0;0;"S 17-18; 1";0;[Miscellanea Archivio Monga];cartaceo;0.0;0.0;0;0.0;0.0;0.0;raccolte di fascicoli;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1345;1346;m1290_0;0.0;0.0;0;[Gal L 1 10];1290;_0;MCCXC;0;0;0;0;"S 19-22; 1";0;[Stampe varie];cartaceo;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1346;1347;m1290_b;0.0;0.0;0;[Gal L 1 11];1290;_b;MCCXC bis;0;0;0;0;0;"con sigili; in S segnato come MCCXC";[Archivio Monga];membranaceo;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;blue;#888483;Non digitalizzato;4.0;0.15
1347;1348;m1291_0;0.0;0.0;0;[Gal L 1 12];1291;_0;MCCXCI;0;0;0;0;"S 23-30; 1";0;[Archivio Righi];cartaceo;0.0;0.0;0;0.0;0.0;0.0;raccolte di fascicoli;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1348;1349;m1292_0;0.0;0.0;0;[Gal L 1 13];1292;_0;MCCXCII;0;0;0;0;"S 31-37; 1";0;[Archivio Righi];cartaceo;0.0;0.0;0;0.0;0.0;0.0;raccolte di fascicoli;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1349;1350;mn.d._0;0.0;0.0;0;[Gal L 2 1];n.d.;_0;n.d.;0;0;0;0;0;0;Opuscoli a stampa;cartaceo;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1350;1351;m1293_0;0.0;0.0;0;[Gal L 2 2];1293;_0;MCCXCIII;0;0;0;0;"S 38-40; 1";0;Manoscritti di Giuseppe Girardi di argomenti vari;cartaceo;0.0;0.0;0;0.0;0.0;0.0;raccolte di fascicoli;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1351;1352;m1294_0;0.0;0.0;0;[Gal L 2 3];1294;_0;MCCXCIV;0;0;0;0;"S 43-44; 1";"S 41-42 indica Corso di fisica di Giuseppe Girardi; S 1 Corso di Fisica di Giuseppe Girardi. Attestati e reliquie";Attestati e reliquie;cartaceo;0.0;0.0;0;0.0;0.0;0.0;raccolte di fascicoli;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1352;1353;m1295_0;0.0;0.0;0;[Gal L 2 4];1295;_0;MCCXCV;0;0;0;0;"S 45-47; 2";0;De re liturgica: manoscritti di monsignor P. Piacenza ;cartaceo;0.0;0.0;0;0.0;0.0;0.0;raccolte di fascicoli;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1353;1354;m1296_0;0.0;0.0;0;[Gal L 2 5];1296;_0;MCCXCVI;0;0;0;0;"S 48-51; 2";0;[Frammenti archivo dal 1500 al 1800];cartaceo;0.0;0.0;0;0.0;0.0;0.0;raccolte di fascicoli;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1354;1355;m1297_0;0.0;0.0;0;[Gal L 2 6];1297;_0;MCCXCVII;0;0;0;0;"S 52; 3";0;Zibaldone;cartaceo;1800.0;1900.0;0;0.0;0.0;0.0;rilegato;0;0;/;orange;#2B9332;Non digitalizzato;4.0;0.5
1355;1356;m1298_0;0.0;0.0;0;[Gal L 2 7];1298;_0;MCCXCVIII;0;0;0;0;"S 52; 3";0;Commedia;cartaceo;0.0;0.0;0;0.0;0.0;0.0;rilegato;0;0;/;orange;#2B9332;Non digitalizzato;4.0;0.5
1356;1357;m1299_0;0.0;0.0;0;[Gal L 2 8];1299;_0;MCCXCIX;0;0;0;0;"S 52; 3";0;Catalogo della libraria di Albaré;cartaceo;1819.0;1800.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1357;1358;m1300_0;0.0;0.0;0;[Gal L 1 1];1300;_0;MCCC;0;0;0;0;"S 52; 3";0;[Miscellanea];cartaceo;1700.0;1800.0;0;278.0;0.0;0.0;rilegato;pergamena;0;/;orange;#2B9332;Non digitalizzato;5.894345440515014;0.5
1358;1359;m1301_0;0.0;0.0;0;[Gal L 1 2];1301;_0;MCCCI;0;0;0;0;"S 53; 4";0;Libro contabile;cartaceo;1697.0;1700.0;0;0.0;0.0;0.0;rilegato;0;0;/;orange;#2B9332;Non digitalizzato;4.0;0.5
1359;1360;m1302_0;0.0;0.0;0;[Gal L 1 3];1302;_0;MCCCII;0;0;0;0;"S 53; 4";0;Poesie di Vincenzo Vignola;cartaceo;0.0;0.0;0;268.0;0.0;0.0;rilegato;0;0;/;orange;#2B9332;Non digitalizzato;5.8578140997776815;0.5
1360;1361;m1303_0;0.0;0.0;0;[Gal L 2 9];1303;_0;MCCCIII;0;0;0;0;"S 53; 4";0;Scritti autografi di Antonio Cesari;cartaceo;1828.0;1800.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1361;1362;m1304_0;0.0;0.0;0;[Gal L 2 10];1304;_0;MCCCIV;0;0;0;0;"S 53; 4";Dattiloscritto;Egidio Rossini, Carte Veronesi del decimo secolo;cartaceo;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1362;1363;m1305_0;0.0;0.0;A stampa (Regola delli cinque ordini d'architettura di M. Jac. Barozzo da Vignola, Bologna 1736);[Gal L 2 11];1305;_0;MCCCV;0;0;0;0;"S 54; 5";Note manoscritte;Regole delli cinque ordini d'architettura di M. Jac. Barozzio da Vignola;cartaceo;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1363;1364;m1306_0;0.0;0.0;A stampa (G.B.Masson, Enciclopedia ad uso della gioventù, Milano 1813);[Gal L 2 12];1306;_0;MCCCVI;0;0;0;0;"S 54; 5";Appendice manoscritta;Enciclopedia ad uso della gioventù ovvero principi di tutte le scienze di G.B. Masson;0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;gray;#888483;Non digitalizzato;4.0;0.15
1364;1365;m1307_0;0.0;0.0;0;[Gal L 2 13];1307;_0;MCCCVII;0;0;0;0;"S 54; 5";0;Fascicolo rilegato di fogli da disegno;cartaceo;1908.0;1900.0;0;0.0;0.0;0.0;rilegato;0;0;/;orange;#2B9332;Non digitalizzato;4.0;0.5
1365;1366;m1308_0;0.0;0.0;0;[Gal L 2 14];1308;_0;MCCCVIII;0;0;0;0;"S 54; 5";0;Fascicolo rilegato di fogli da disegno;cartaceo;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1366;1367;m1309_0;0.0;0.0;0;[Gal L 2 15];1309;_0;MCCCIX;0;0;0;0;"S 55-56; 6-7";0;Chiarelli Giovanni B., Trattato di fisica generale, volume I;cartaceo;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1367;1368;m1309_1;0.0;0.0;0;[Gal L 2 16];1309;_1;MCCCIX;0;0;0;0;"S 55-56; 6-7";Con disegni a colori;Chiarelli Giovanni B., Trattato di fisica generale, volume II;cartaceo;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1368;1369;m1310_0;0.0;0.0;0;[Gal L 2 17];1310;_0;MCCCX;0;0;0;0;"S 57; 8";0;Albero genealogico e discendeza della famiglia dei conti Torri;cartaceo;0.0;0.0;0;0.0;0.0;0.0;rilegato;pergamena;0;/;orange;#2B9332;Non digitalizzato;4.0;0.5
1369;1370;m1311_0;0.0;0.0;0;[Gal L 2 18];1311;_0;MCCCXI;0;0;0;0;"S 57; 8";Stato conservativo cattivo, era in collocazione EB 20;Privilegia et iura D. Accolitorum. Fabrica et sacristiae ecclesiae Veronae;cartaceo;0.0;0.0;0;0.0;0.0;0.0;rilegato;0;0;/;orange;#2B9332;Non digitalizzato;4.0;0.5
1370;1371;m1312_0;0.0;0.0;0;[Gal L 2 19];1312;_0;MCCCXII;0;0;0;0;"S 57; 8";Rielaborazione manoscritta;Perrotto Caietano, Tractatus de incanatione ex doctrina Ion. Duns. Scoti ... a me elaboratus MDCCXI;cartaceo;1711.0;1700.0;0;0.0;0.0;0.0;0;0;0;/;orange;#888483;Non digitalizzato;4.0;0.15
1371;1372;m1313_0;0.0;0.0;0;I V 3 7;1313;_0;MCCCXIII;0;0;0;0;S 8v;"Dono Franco Segala 11.06.2014; senza indicazioni di catalogo sul ms";Libro di preghiere alla B.V Maria-provenienza Eritrea-Somalia. Liturgia copta.;membranaceo;0.0;0.0;0;0.0;0.0;0.0;0;rotolo;0;/;blue;#888483;Non digitalizzato;4.0;0.15
1372;1373;mn.d._0;0.0;0.0;A stampa (Monumenti paleografici veronesi, a cura E . Carusi e W. M. Lindsay, Roma 1929-1934);[Sotto bancone];n.d.;_0;n.d.;0;0;0;0;0;A stampa;Monumenta paleografica veronensia;0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;gray;#888483;Non digitalizzato;4.0;0.15
1373;1374;mn.d._0;0.0;0.0;0;E B 23;n.d.;_0;n.d.;0;0;0;0;0;0;Miscellanea;0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;gray;#888483;Non digitalizzato;4.0;0.15
1374;1375;mn.d._0;0.0;0.0;A stampa (F. Steffens, Paleographie latine, Paris 1910);E B 21;n.d.;_0;n.d.;0;0;0;0;0;A stampa;F. Steffens, Paleographie latine;0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;gray;#888483;Non digitalizzato;4.0;0.15
1375;1376;mn.d._0;0.0;0.0;0;D 4 7;n.d.;_0;n.d.;0;0;0;0;0;0;n.d.;0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;gray;#888483;Non digitalizzato;4.0;0.15
1376;1377;mn.d._0;0.0;0.0;0;[C 1 1];n.d.;_0;n.d.;0;0;0;0;0;0;Fascicoletto musica sacra;0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;gray;#888483;Non digitalizzato;4.0;0.15
1377;1378;mn.d._0;0.0;0.0;0;D A 1-8;n.d.;_0;n.d.;0;0;0;0;0;0;Bibliothecae Capituli veronensis index;0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;gray;#888483;Non digitalizzato;4.0;0.15
1378;1379;mn.d._0;0.0;0.0;A stampa (Illustrium imagines ex antiquis marmoribus nomismaribus, et gemmis expressae, Antuerpiae 1606);B 3 12;n.d.;_0;n.d.;0;0;0;0;0;A stampa;Illustrium imagines ex antiquis marmoribus nomismaribus, et gemmis expressae, Antuerpiae 1606;0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;gray;#888483;Non digitalizzato;4.0;0.15
1379;1380;mn.d._0;0.0;0.0;A stampa (Dell'impiego del denaro, Verona 1744?);B 3 13;n.d.;_0;n.d.;0;0;0;0;0;A stampa;Dell'impiego del denaro di Scipione Maffei;0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;gray;#888483;Non digitalizzato;4.0;0.15
1380;1381;mn.d._0;0.0;0.0;A stampa (Cassiodoris Senatoris Complexiones in Epistolas et Acta apostolorum et Apocalypsin..., Firenze 1721);B 3 14;n.d.;_0;n.d.;0;0;0;0;0;A stampa;Cassiodorii Senatoris Complexiones… Firenze 1721;0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;gray;#888483;Non digitalizzato;4.0;0.15
1381;1382;mn.d._0;0.0;0.0;A stampa (Ratherii episcopi veronensis Opera... curantibus Petro et Hieronymo Ballerini, Verona 1765);B 3 14?;n.d.;_0;n.d.;0;0;0;0;0;A stampa;Rateri episcopis veronensis Opera;0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;gray;#888483;Non digitalizzato;4.0;0.15
1382;1383;mn.d._0;0.0;0.0;0;B 3 15;n.d.;_0;n.d.;0;0;0;0;0;manoscritto;Catalogo alfabeitico dei codici capitolari, redatto da Spagnolo integrato da Turrini maciullato dal bombardamento del '45;0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;gray;#888483;Non digitalizzato;4.0;0.15
1383;1384;mn.d._0;0.0;0.0;0;DCCCLXXXI X A;n.d.;_0;n.d.;0;0;0;0;0;manoscritto;Costituzioni capitolari …;0;0.0;0.0;0;0.0;0.0;0.0;0;0;0;/;gray;#888483;Non digitalizzato;4.0;0.15
